cluster,query,rank,openalex_id,doi,title,year,venue,type,cited_by,oa_status,oa_url,abstract
C2_time_prediction,query execution time prediction machine learning,18,W4413943424,10.14778/3742728.3742755,Conformal Prediction for Verifiable Learned Query Optimization,2025,Proceedings of the VLDB Endowment,article,2,closed,,"Query optimization is critical in relational databases. Recently, numerous Learned Query Optimizers (LQOs) have been proposed, demonstrating superior performance over traditional hand-crafted query optimizers after short training periods. However, the opacity and instability of machine learning models have limited their practical applications. To address this issue, we are the first to formulate the LQO verification as a Conformal Prediction (CP) problem. We first construct a CP model and obtain user-controlled bounded ranges for the actual latency of LQO plans before execution. Then, we introduce CP-based runtime verification along with violation handling to ensure performance prior to execution. For both scenarios, we further extend our framework to handle distribution shifts in the dynamic environment using adaptive CP approaches. Finally, we present CP-guided plan search, which uses actual latency upper bounds from CP to heuristically guide query plan construction. We integrated our verification framework into three LQOs (Balsa, Lero, and RTOS) and conducted evaluations on several workloads. Experimental results demonstrate that our method is both accurate and efficient. Our CP-based approaches achieve tight upper bounds, reliably detect and handle violations. Adaptive CP maintains accurate confidence levels even in the presence of distribution shifts, and the CP-guided plan search improves both query plan quality (up to 9.84x) and planning time, with a reduction of up to"
C2_time_prediction,service time prediction heterogeneous nodes,18,W2404780948,10.1002/cpe.3759,Intelligent Distributed Computing,2016,Concurrency and Computation Practice and Experience,article,26,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.3759,"Billions of computing elements continuously collect data and elaborate information nowadays. They range from personal computers to high-performance machines, from virtual machines to physical clusters and from smartphones to embedded systems. Most of them are connected, and this number increases continuously. Such an unlimited amount of spread resources offers challenging opportunities for building new kinds of computing overlay, for inferring collective knowledge and for developing emergent applications. In this context, the emergent field of Intelligent Distributed Computing focuses on the development of a new generation of intelligent distributed systems. It faces the challenges of adapting and combining research in the fields of Intelligent Computing and Distributed Computing. Intelligent Computing develops methods and technology ranging from classical artificial intelligence, computational intelligence and multi-agent systems to game theory. The field of Distributed Computing develops methods and technology to build systems that are composed of interacting and collaborating components. The International Symposium on Intelligent Distributed Computing (IDC) has a special interest in (but will not be limited to) novel architectures, systems and methods that facilitate distributed/parallel/multi-agent biocomputing for solving complex computational and real-life problems. The eighth edition of this conference was held in 2014 in Madrid under the auspicious of Autonomous Unive"
C2_time_prediction,job runtime prediction cluster scheduling machine learning,18,W4391494568,10.2139/ssrn.4714777,Perphproctor: Qos-Aware Scheduling Based on Co-Location Forecasting on Shared Clusters,2024,SSRN Electronic Journal,preprint,0,green,https://doi.org/10.2139/ssrn.4714777,
C2_time_prediction,query execution time prediction machine learning,19,W3014889826,10.1016/j.future.2020.03.058,Sequence-to-sequence models for workload interference prediction on batch processing datacenters,2020,Future Generation Computer Systems,article,12,bronze,https://www.sciencedirect.com/science/article/pii/S0167739X19310921,
C2_time_prediction,microservice tail latency prediction,19,W7127188717,10.2139/ssrn.6170085,A Systematic Literature Review: Advancing Microservice Deployment Using Artificial Intelligence Techniques,2026,SSRN Electronic Journal,preprint,0,green,https://doi.org/10.2139/ssrn.6170085,
C2_time_prediction,service time prediction heterogeneous nodes,19,W4292600973,10.3934/mbe.2022568,A method to calculate the number of dynamic HDFS copies based on file access popularity,2022,Mathematical Biosciences & Engineering,article,4,gold,https://doi.org/10.3934/mbe.2022568,"HDFS heterogeneous clusters usually have multiple storage media at the same time. How to efficiently read and write file copies and reasonably use various storage media is a problem to be solved. Dynamically adjusting the number of copies is important in HDFS, which can solve the problem of accessing a large number of hot files at the same time and improve the efficiency of cluster services. A method is introduced to calculate the number of dynamic HDFS copies based on file access popularity in this paper. Firstly, an algorithm was proposed to predict file popularity based on the cuckoo search optimization Markov model. The unbiased grey model is used to predict the accessing file's popularity at the next moment according to the recent access of the file. The cuckoo search is used to optimize the Markov model, and the prediction error is corrected. Then, the calculation method of the number of copies is designed based on the prediction of the popularity of the file to be accessed and the availability of the node. The experiment shows that the proposed method has a high fitting degree with the actual value, and the MAPE is 3.08%, and it is the smallest, compared with several commonly used prediction models. In CloudSim4.0 simulation platform, multiple users write 10 files to the cluster at the same time, and the change number of copies is calculated according to the predicted value at the next moment, so as to improve the user access efficiency."
C2_time_prediction,job runtime prediction cluster scheduling machine learning,19,W4406396817,10.70593/978-81-984306-5-6_7,Cost optimization in hybrid cloud environments,2025,,book-chapter,3,gold,https://deepscienceresearch.com/index.php/dsr/catalog/download/42/152/520,"Cost optimization in hybrid cloud environments is a critical consideration for organizations seeking to balance the flexibility of public clouds with the control of private clouds. By strategically managing workloads across both environments, businesses can maximize resource efficiency and minimize unnecessary expenditures. This abstract explores key strategies for cost optimization, including workload placement, right-sizing of resources, and the use of auto-scaling features in public clouds. It also highlights the importance of monitoring tools, cost management platforms, and financial governance models to track and control cloud spending. By implementing these approaches, organizations can ensure a cost-effective hybrid cloud strategy while maintaining performance and scalability. Keywords Cost Optimization, Hybrid Cloud, Cloud Cost Management, Workload Placement, Resource Efficiency, Auto-Scaling, Public Cloud, Private Cloud, Cloud Strategy, Cost Management Tools, Financial Governance, Cloud Spending, Cloud Scalability, Hybrid Cloud Strategy, Cloud Resource Right-Sizing, Performance Optimization, Cloud Monitoring. 7.1. Introduction Cloud computing has revolutionized the way organizations manage their IT infrastructure. The advent of cloud services completely changed the view of computing and almost all IT services because of the pay-as-you-go model. However, with this came a significant question for IT managers who are supposed to optimize the cloud budget allocated to th"
C2_time_prediction,query execution time prediction machine learning,20,W2990017454,10.1145/3344341.3368821,Modelling and Prediction of Resource Utilization of Hadoop Clusters,2019,,conference-paper,11,closed,,"Hadoop is a distributed computing framework that has a large number of configurable parameters. These parameters have impact on system resources and execution time. Optimizing the performance of a Hadoop cluster by tuning such a large number of parameters is a tedious task. Most current big data modeling approaches does not include complex interaction between configuration parameters and the cluster environment changes such as different datasets or query. This makes it difficult to predict the performance or resource utilization of a cluster when we use real-world datasets because of their size and content. This paper presents the modeling of resource utilization of Hadoop cluster on the basis of Hadoop configuration parameters and dataset structure. Our approach builds a machine learning based-model using Hive-based Hadoop query and then predict the outcome for a particular parameter setting and query type. We used decision trees to build models for each of our performance metric measures. Decision rules were extracted from these tree-based models and evaluated for their ability to generalize to unseen data. Our experiments predicted that the percentage of columns selected, mappers and replica has a statistically significant impact over the utilization of different resources in Hadoop cluster."
C2_time_prediction,microservice tail latency prediction,20,W7205380243,,Cost and Carbon Aware Reinforcement Learning Autoscaling for Multi-Cloud Kubernetes Spot Instances,2025,NORMA,dissertation,0,closed,,"In a few public clouds, cloud-native microservices typically operate on managed Kubernetes. Elasticating the resources assists them in utilizing better, nevertheless, the cost of computation and emissions caused by the operations remains significant. Free but cancelable (such as Spot or Preemptible instances) are much cheaper yet may be terminated at any time and will have different effects on emissions depending on that area, so delivery is more difficult. This paper presents an auto-scaler which employs reinforcement learning to balance these three variables: cost, lifecycle carbon, and service reliability, through switching among clouds, regions, purchasing choices, and timing. The auto-scaler monitors real-time demand, far tail-latency indicators, revocation risk, and predictions of carbon intensity and then decides what and how many machines to execute. It is benchmarked with genetic algorithms and threshold on typical workloads of microservices. The point is that a multi-objective RL policy may reduce costs and emission levels and retain additional SLO infractions within a low cap that provides an open and reusable strategy that users can apply to FinOps and greener cloud computing."
C2_time_prediction,service time prediction heterogeneous nodes,20,W4416838606,10.1007/s11063-025-11819-w,Optimized Task Scheduling in Fog-Cloud Computing Using Hybrid Deep Learning and Metaheuristic Algorithms,2025,Neural Processing Letters,article,5,hybrid,https://doi.org/10.1007/s11063-025-11819-w,"Fog computing has emerged as an effective paradigm to address the latency issues inherent in cloud computing by enabling data processing closer to data sources, particularly for IoT applications in healthcare, smart transportation, and industrial automation. However, efficient task scheduling in fog environments remains challenging due to their dynamic, heterogeneous nature. This paper presents an integrated solution for task scheduling in fog-cloud environments to reduce energy consumption and minimize task makespan, while maintaining high-quality service (QoS). The proposed model comprises three core components: workload prediction, task offloading, and scheduling optimization. First, a Feedforward Neural Network (FNN) is used to predict workload, allowing for proactive resource allocation. Next, a reinforcement learning (RL) model dynamically manages task offloading decisions based on real-time performance metrics, determining whether tasks should be processed on local fog nodes or offloaded to the cloud. Finally, a hybrid optimization algorithm combining Harris Hawk Optimization (HHO) and Genetic Algorithm (GA) refines task scheduling by mapping tasks to available resources efficiently. Simulation results show that the proposed method achieves significant improvements in energy efficiency, reduces task completion times, and enhances QoS metrics compared to baseline scheduling algorithms. The novelty of this work lies in the synergistic integration of predictive deep learn"
C2_time_prediction,query execution time prediction machine learning,21,W3117194752,10.1109/iceca49313.2020.9297598,Analysing Computational Complexity For Prediction Function In Health Record Dataset,2020,"2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA)",conference-paper,3,closed,,"Nowadays, XML database growth plays a vital role in many real time applications. XML database contains a collection of XML dataset. More analytical functions are applied to XML database by using Xquery. In real world, huge businesses are exchanging the data as XML data model. In general, space and time parameters are considered for Xquery processing in the database. In existing, the analytical operation is analyzed in eXist-DB and BaseX databases with the execution time of ORBDA dataset. In existing system, the prediction analysis operation is not supposed in the dataset. In this paper, Xquery is processed by using Riak database. Riak database produces better execution time than eXist-DB and BaseX. This research has analyzed the prediction operation for ORBDA dataset using machine learning approach. This paper uses various regression techniques to analyze the prediction operation. Machine learning approaches produce better accuracy in prediction. The query processing time is reduced than the existing approach. This research uses ORBDA dataset in demonstration."
C2_time_prediction,microservice tail latency prediction,21,W7151880451,10.1016/j.jss.2026.112890,LMAT: An adaptive tracing approach based on efficient system behavior analysis using language models,2026,Journal of Systems and Software,article,0,hybrid,https://doi.org/10.1016/j.jss.2026.112890,"We introduce LMAT, a Language Model-based Adaptive Tracing framework designed for host-level observability that provides granular monitoring without excessive overhead. LMAT leverages a multi-task architecture to jointly predict kernel event sequences and classify event durations, thereby capturing both control-flow and temporal dynamics. By continuously comparing live trace data against model predictions, LMAT automatically signals deviations, dynamically adjusting trace granularity only when needed. This approach significantly reduces trace volume, along with associated energy and storage costs, achieving a 70.6% reduction in our experiments. Additionally, LMAT utilizes prediction discrepancies to drive an efficient root-cause classifier, mapping detected anomalies directly to their potential fault sources and providing actionable feedback for operations teams. We evaluate LMAT on two architecturally distinct single-host environments—an Apache2 web-server stack and the Sock Shop containerized microservice benchmark—using kernel traces that include standard workloads, duration-centric noise scenarios, and controlled CPU, disk, memory, and network stress injections. On the Apache workload, LMAT demonstrates up to 97.7% accuracy in anomaly detection and root-cause identification, surpassing state-of-the-art methods relying solely on event sequences. On Sock Shop, the same design remains effective for host-local change detection, while root-cause attribution in the microservice"
C2_time_prediction,service time prediction heterogeneous nodes,21,W4315630339,10.1109/globecom48099.2022.10001266,Dynamic Fog Intelligence with Flow Control for Green Internet of Things,2022,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,conference-paper,1,closed,,"With the growing number of green Internet of Things (IoT) applications, the underlining network and decision services need more Machine Learning (ML) models at the same time while reducing latency and utilized energy. In this paper, we propose HI-SDN, a Heterogeneous fog Intelligence enabled architecture for complex Software-Defined Network (SDN)-based IoT network running applications such as a smart city and healthcare. HI-SDN proposes a fog node and ML algorithm selection mechanism with dynamic traffic forwarding for green IoT to reduce delay and energy consumption. It adopts a reconfigurable approach to the ML method to dynamically change the required prediction policy and flow rules to be executed in a selected edge/fog node for critical computation. The results from the performance analysis show that HI-SDN has a substantial reduction in delay by 32% and consumed energy by 25%, in comparison to the existing state-of-the-art, besides having an increase in packet delivery ratio."
C2_time_prediction,query execution time prediction machine learning,22,W4387401722,10.1007/978-3-031-43185-2_23,Execution Time Prediction Model that Considers Dynamic Allocation of Spark Executors,2023,Lecture notes in computer science,conference-paper,1,closed,,
C2_time_prediction,microservice tail latency prediction,22,W7159578397,10.6084/m9.figshare.32143861,Multi-Objective Optimization in Cloud-Native Intelligent Systems,2026,Figshare,preprint,0,green,https://doi.org/10.6084/m9.figshare.32143861,"Multi-objective optimization has become one of the central design principles for cloud-native intelligent systems because the dominant workloads of the current cycle of distributed computing—large language model inference, LLM-assisted scheduling, observability-driven AIOps, privacy-preserving federated learning, and edge/IoT reasoning—no longer admit a single “best” objective. Instead, practitioners must optimize under persistent trade-offs among latency, throughput, service-level objective compliance, energy, carbon emissions, cloud expenditure, fairness, privacy, trust, robustness, and remediation time. Recent work makes this shift explicit. In the LLM-serving literature, DeepServe models joint SLO-cost scheduling as a contextual bandit; BOute co-optimizes heterogeneous model routing and GPU deployment with multi-objective Bayesian optimization; ECCOS combines predictive quality-cost estimation with constrained optimization; and the Liao preprint framed as prompt-level cost prediction and SLO awareness presents CAPS, a bi-objective carbon-aware scheduler for online LLM inference. In adjacent domains, cloud autoscaling has been reformulated as risk-constrained reinforcement learning, microservice rate limiting as deep RL under throughput-latency tension, and federated cloud analytics as a joint optimization of accuracy, communication cost, trust, and privacy. The first experiment studies policy search for multi-pool LLM serving under cost, carbon, and SLO-met goodput. The s"
C2_time_prediction,service time prediction heterogeneous nodes,22,W4392751544,10.1002/ett.4951,HTG: A heterogeneous topology aware model to improve cold start in cloud service QoS prediction,2024,Transactions on Emerging Telecommunications Technologies,article,0,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ett.4951,"Abstract The massive deployment of cloud services makes it a significant challenge to guarantee end‐to‐end QoS, QoS prediction is used to address this challenge. Accurate QoS prediction values can help select quality services and sense the network situation. Most existing QoS prediction methods focus only on improving prediction accuracy in the warm‐start situation. However, they do not consider the frequent cold‐start phenomenon, hindering their applicability in real‐world scenarios. In addition, previous approaches have made great progress in leveraging contextual information, such as geographic regions, but have neglected the process of service invocation. This article proposes a Heterogeneous Topology aware model based on Graph neural network (HTG) for QoS prediction. In HTG, users/services and invocation processes are modeled as a heterogeneous communication subgraph. HTG captures subgraph neighborhood features of users and services based on a predefined node information aggregation approach. Multi‐task learning is introduced to enhance HTG's generalization ability and simultaneously predict multiple QoS attributes. For new users or services, HTG generates their representations by fusing their attributes with geographically adjacent neighbors' features. Then, these representations of new users/services are fed into the well‐trained HTG to obtain their related QoS prediction values, without relying on additional training. Extensive experimental results demonstrate that HT"
C2_time_prediction,query execution time prediction machine learning,23,W4403114374,10.1016/j.engappai.2024.109383,A unified active learning framework for annotating graph data for regression tasks,2024,Engineering Applications of Artificial Intelligence,article,7,hybrid,https://doi.org/10.1016/j.engappai.2024.109383,"In many domains, effectively applying machine learning models requires a large number of annotations and labelled data, which might not be available in advance. Acquiring annotations often requires significant time, effort, and computational resources, making it challenging. Active learning strategies are pivotal in addressing these challenges, particularly for diverse data types such as graphs. Although active learning has been extensively explored for node-level classification, its application to graph-level learning, especially for regression tasks, is not well-explored. We develop a unified active learning framework specializing in graph annotating and graph-level learning for regression tasks on both standard and expanded graphs, which are more detailed representations. We begin with graph collection and construction. Then, we construct various graph embeddings (unsupervised and supervised) into a latent space. Given such an embedding, the framework becomes task agnostic and active learning can be performed using any regression method and query strategy suited for regression. Within this framework, we investigate the impact of using different levels of information for active and passive learning, e.g., partially available labels and unlabelled test data. Despite our framework being domain agnostic, we validate it on a real-world application of software performance prediction, where the execution time of the source code is predicted. Thus, the graph is constructed as an i"
C2_time_prediction,service time prediction heterogeneous nodes,23,W2579713322,10.1002/dac.3260,A self‐adaptive load‐dispatching control framework for device data accessing in IoT‐based systems,2017,International Journal of Communication Systems,article,1,closed,,"Summary The Internet of things (IoT) information system plays important roles in disposing of huge volumes of real‐time service requests from heterogeneous devices, targeting for different complex application requirements. Load‐dispatching control (LDC) is a key problem to be solved for devices accessing concurrently in cluster systems. Self‐adaptive LDC optimizes the resource allocation to ensure no overloading node, thus, improving the performance of IoT systems. This paper focuses on adaptive dispatching control problem in IoT information system. First, a device data access platform is proposed for reducing the load imbalance and improving the efficiency of data processing. Then, we propose a processing capability prediction model to evaluate the system performance. On the basis of the model, we present a practical self‐adaptive LDC framework with a self‐adaptive control strategy and a load dispatching method. Finally, a case study is given to verify the framework and the control strategy. Experimental results show that the proposed strategy can meet the requirements of dynamic load balancing with the ability to avoid the load imbalance problem, and the LDC‐based device access platform can process data accessing effectively and ubiquitously."
C2_time_prediction,query execution time prediction machine learning,24,W1603522017,10.1002/spe.2266,A note on software tools and techniques for monitoring and prediction of cloud services,2014,Software Practice and Experience,editorial,10,closed,,"Cloud computing is the latest computing paradigm that transparently delivers Information and Communication Technology resources as services, freeing the users of Cloud applications from dealing with low-level implementation and system administration details. Cloud provides the promise of on-demand access to affordable large-scale computing (e.g., multi-core CPUs, GPUs, and clusters of GPUs), storage (such as disks), and software (e.g., databases, application servers, and data processing frameworks) resources without substantial up-front investment. Cloud resources are hosted in large datacenters, often referred to as virtualized data farms, operated by companies such as Amazon, Apple, GoGrid, and Microsoft. While the growing ubiquity of Cloud computing is having a significant impact in many applications domains, there are still significant problems that exist with regard to efficient provisioning and delivery of applications using its Information and Communication Technology resources. These barriers are due to resource uncertainties 1 that have degradable effect on the run-time Quality of Service (e.g., access latency and number of requests being successfully served per second) of software applications deployed in the Cloud. There are many reasons for such uncertainties including (i) unpredictable application workload types (enterprise, scientific, and streaming big data analytics), (ii) fluctuations in resource capacity demands (i.e., bandwidth, memory, storage, and CPU), ("
C2_time_prediction,microservice tail latency prediction,24,W4415693359,10.63282/3050-9416.ijaibdcms-v5i1p115,"ML Algorithms that Dynamically Allocate CPU, Memory, and I/O Resources",2024,International Journal of AI BigData Computational and Management Studies,article,0,bronze,https://ijaibdcms.org/index.php/ijaibdcms/article/download/276/277,"The cloud and edge platforms of the present time need to distribute CPU, memory, and I/O under unsteady, multi-tenanted workloads without violating service-level aims (SLOs), finances, and energy restrictions. This paper introduces a safety-first architecture that integrates the telemetry-based prediction and policy-based decision making. We have instrumented hosts and services with fine-grained signals CPU runnable depth and throttling, page-fault rate and cache residency, disk/NVMe queue depth and tail latency, NIC retransmits and engineer cross-resource features to measure the coupling effects. Developing these contributions, we consider three categories of the methods: (i) the supervised forecasters (gradient boosting, temporal CNN/Transformer) to predict demand in the short-horizon and SLO-risk, (ii) the constrained reinforcement learning to predict joint and continuous changes in the shares/quota of CPU, memory constraints/placement, and I/O priorities, (iii) the hybrid predict-then-optimize controllers with model-predictive guardrails. Automatic rollback and limited step sizes of canary-first rollout guarantee stability of production. Our solution to trace-driven experiments on OLTP microservices, streaming analytics, storage-heavy phases, and ML inference pipelines results in 20-45% p99 and SLO misses over well-tuned rule/PID baselines, and higher throughput and slightly reduced cost. We talk about design options such as design uncertainty-conscious headroom, equity r"
C2_time_prediction,service time prediction heterogeneous nodes,24,W7135058611,10.1016/j.future.2026.108460,Dynamic feedback-driven adaptive queue-based load balancing in cloud environment,2026,Future Generation Computer Systems,article,1,closed,,
C2_time_prediction,query execution time prediction machine learning,25,W3197649928,10.1186/s13173-021-00115-9,Robust Cardinality: a novel approach for cardinality prediction in SQL queries,2021,Journal of the Brazilian Computer Society,article,2,gold,https://journal-bcs.springeropen.com/counter/pdf/10.1186/s13173-021-00115-9,"Abstract Background Database Management Systems (DBMSs) use declarative language to execute queries to stored data. The DBMS defines how data will be processed and ultimately retrieved. Therefore, it must choose the best option from the different possibilities based on an estimation process. The optimization process uses estimated cardinalities to make optimization decisions, such as choosing predicate order. Methods In this paper, we propose Robust Cardinality, an approach to calculate cardinality estimates of query operations to guide the execution engine of the DBMSs to choose the best possible form or at least avoid the worst one. By using machine learning, instead of the current histogram heuristics, it is possible to improve these estimates; hence, leading to more efficient query execution. Results We perform experimental tests using PostgreSQL, comparing both estimators and a modern technique proposed in the literature. With Robust Cardinality, a lower estimation error of a batch of queries was obtained and PostgreSQL executed these queries more efficiently than when using the default estimator. We observed a 3% reduction in execution time after reducing 4 times the query estimation error. Conclusions From the results, it is possible to conclude that this new approach results in improvements in query processing in DBMSs, especially in the generation of cardinality estimates."
C2_time_prediction,service time prediction heterogeneous nodes,25,W7204227922,10.3390/a19090720,LTFP: Lead-Time-Aware Failure Prediction Based on Service GNNs for AIOps,2026,Algorithms,article,0,gold,https://doi.org/10.3390/a19090720,"Failures in cloud-native systems can disrupt service availability and system reliability, while their early symptoms are often weak and dispersed across metrics, logs, traces, and interdependent services. Existing methods commonly flatten heterogeneous telemetry or model monitoring variables without preserving service identities. We propose LTFP, a lead-time-aware failure-prediction framework whose graph nodes represent services. LTFP uses modality-specific temporal encoders and gated fusion to form service states, as well as an edge-weight-aware Graph Attention Network to propagate these states over a sparse hybrid graph constructed from known dependencies and training-fitted correlations. Joint graph-level and node-level heads predict whether a failure will occur within a configured future window and rank likely responsible services. We evaluate LTFP on seven subsets from three representative cloud-native systems. Comparisons with representative source-code baselines are reported at the pipeline level, with each method retaining its original learning objective and input configuration. At the 600 s prediction-window setting, LTFP obtains a macro-average window-level precision, recall, and F1 of 92.0%, 90.4%, and 90.5%, respectively. Together with the localization and ablation results, these findings support the effectiveness of service-centered multimodal modeling under the evaluated protocol."
C3_degeneracy,shortcut learning spurious feature benchmark,1,W4391568820,10.1145/3644392,Enhancing Out-of-distribution Generalization on Graphs via Causal Attention Learning,2024,ACM Transactions on Knowledge Discovery from Data,article,31,closed,,"In graph classification, attention- and pooling-based graph neural networks (GNNs) predominate to extract salient features from the input graph and support the prediction. They mostly follow the paradigm of “learning to attend,” which maximizes the mutual information between the attended graph and the ground-truth label. However, this paradigm causes GNN classifiers to indiscriminately absorb all statistical correlations between input features and labels in the training data without distinguishing the causal and noncausal effects of features. Rather than emphasizing causal features, the attended graphs tend to rely on noncausal features as shortcuts to predictions. These shortcut features may easily change outside the training distribution, thereby leading to poor generalization for GNN classifiers. In this article, we take a causal view on GNN modeling. Under our causal assumption, the shortcut feature serves as a confounder between the causal feature and prediction. It misleads the classifier into learning spurious correlations that facilitate prediction in in-distribution (ID) test evaluation while causing significant performance drop in out-of-distribution (OOD) test data. To address this issue, we employ the backdoor adjustment from causal theory—combining each causal feature with various shortcut features, to identify causal patterns and mitigate the confounding effect. Specifically, we employ attention modules to estimate the causal and shortcut features of the input g"
C3_degeneracy,simple baseline outperforms machine learning systems,1,W2963438784,10.48550/arxiv.1904.00310,Learn to Grow: A Continual Structure Learning Framework for Overcoming\n Catastrophic Forgetting,2019,arXiv (Cornell University),preprint,110,green,https://arxiv.org/pdf/1904.00310,"Addressing catastrophic forgetting is one of the key challenges in continual\nlearning where machine learning systems are trained with sequential or\nstreaming tasks. Despite recent remarkable progress in state-of-the-art deep\nlearning, deep neural networks (DNNs) are still plagued with the catastrophic\nforgetting problem. This paper presents a conceptually simple yet general and\neffective framework for handling catastrophic forgetting in continual learning\nwith DNNs. The proposed method consists of two components: a neural structure\noptimization component and a parameter learning and/or fine-tuning component.\nBy separating the explicit neural structure learning and the parameter\nestimation, not only is the proposed method capable of evolving neural\nstructures in an intuitively meaningful way, but also shows strong capabilities\nof alleviating catastrophic forgetting in experiments. Furthermore, the\nproposed method outperforms all other baselines on the permuted MNIST dataset,\nthe split CIFAR100 dataset and the Visual Domain Decathlon dataset in continual\nlearning setting.\n"
C3_degeneracy,synthetic workload generation benchmark validity,1,W1582141055,10.1109/ccgrid.2015.61,YARNsim: Simulating Hadoop YARN,2015,,conference-paper,15,closed,,"Despite the popularity of the Apache Hadoop system, its success has been limited by issues such as single points of failure, centralized job/task management, and lack of support for programming models other than MapReduce. The next generation of Hadoop, Apache Hadoop YARN, is designed to address these issues. In this paper, we propose YARNsim, a simulation system for Hadoop YARN. YARNsim is based on parallel discrete event simulation and provides protocol-level accuracy in simulating key components of YARN. YARNsim provides a virtual platform on which system architects can evaluate the design and implementation of Hadoop YARN systems. Also, application developers can tune job performance and understand the tradeoffs between different configurations, and Hadoop YARN system vendors can evaluate system efficiency under limited budgets. To demonstrate the validity of YARNsim, we use it to model two real systems and compare the experimental results from YARNsim and the real systems. The experiments include standard Hadoop benchmarks, synthetic workloads, and a bioinformatics application. The results show that the error rate is within 10% for the majority of test cases. The experiments prove that YARNsim can provide what-if analysis for system designers in a timely manner and at minimal cost compared with testing and evaluating on a real system."
C3_degeneracy,negative results machine learning evaluation pitfalls,1,W2969655192,10.1101/743138,"Beyond accuracy: Measures for assessing machine learning models, pitfalls and guidelines",2019,bioRxiv (Cold Spring Harbor Laboratory),preprint,71,green,https://www.biorxiv.org/content/biorxiv/early/2019/08/22/743138.full.pdf,"Abstract Pattern recognition predictive models have become an important tool for analysis of neuroimaging data and answering important questions from clinical and cognitive neuroscience. Regardless of the application, the most commonly used method to quantify model performance is to calculate prediction accuracy, i.e. the proportion of correctly classified samples. While simple and intuitive, other performance measures are often more appropriate with respect to many common goals of neuroimaging pattern recognition studies. In this paper, we will review alternative performance measures and focus on their interpretation and practical aspects of model evaluation. Specifically, we will focus on 4 families of performance measures: 1) categorical performance measures such as accuracy, 2) rank based performance measures such as the area under the curve, 3) probabilistic performance measures based on quadratic error such as Brier score, and 4) probabilistic performance measures based on information criteria such as logarithmic score. We will examine their statistical properties in various settings using simulated data and real neuroimaging data derived from public datasets. Results showed that accuracy had the worst performance with respect to statistical power, detecting model improvement, selecting informative features and reliability of results. Therefore in most cases, it should not be used to make statistical inference about model performance. Accuracy should also be avoided for"
C3_degeneracy,shortcut learning spurious feature benchmark,2,W4413157737,10.1109/cvpr52734.2025.01753,Circumventing shortcuts in audio-visual deepfake detection datasets with unsupervised learning,2025,,conference-paper,9,closed,,"Good datasets are essential for developing and benchmarking any machine learning system. Their importance is even more extreme for safety critical applications such as deepfake detection—the focus of this paper. Here we reveal that two of the most widely used audio-video deepfake datasets suffer from a previously unidentified spurious feature: the leading silence. Fake videos start with a very brief moment of silence and, on the basis of this feature alone, we can separate the real and fake samples almost perfectly. As such, previous audio-only and audio-video models exploit the presence of silence in the fake videos and consequently perform worse when the leading silence is removed. To circumvent latching on such an unwanted artifact and possibly other unrevealed ones, we propose a shift from supervised to unsupervised learning by training models exclusively on real data. We show that by aligning self-supervised audio-video representations we remove the risk of relying on dataset-specific biases and improve robustness in deepfake detection."
C3_degeneracy,simple baseline outperforms machine learning systems,2,W2932484476,10.48550/arxiv.1904.00310,Learn to Grow: A Continual Structure Learning Framework for Overcoming Catastrophic Forgetting,2019,arXiv (Cornell University),preprint,79,green,https://arxiv.org/pdf/1904.00310,"Addressing catastrophic forgetting is one of the key challenges in continual learning where machine learning systems are trained with sequential or streaming tasks. Despite recent remarkable progress in state-of-the-art deep learning, deep neural networks (DNNs) are still plagued with the catastrophic forgetting problem. This paper presents a conceptually simple yet general and effective framework for handling catastrophic forgetting in continual learning with DNNs. The proposed method consists of two components: a neural structure optimization component and a parameter learning and/or fine-tuning component. By separating the explicit neural structure learning and the parameter estimation, not only is the proposed method capable of evolving neural structures in an intuitively meaningful way, but also shows strong capabilities of alleviating catastrophic forgetting in experiments. Furthermore, the proposed method outperforms all other baselines on the permuted MNIST dataset, the split CIFAR100 dataset and the Visual Domain Decathlon dataset in continual learning setting."
