score,signals,origin,openalex_id,doi,title,year,venue,cited_by,oa_status,oa_url,abstract
2,container,keyword,W2290145093,10.2172/1195817,Review of Enabling Technologies to Facilitate Secure Compute Customization,2014,,0,green,https://www.osti.gov/biblio/1195817,"High performance computing environments are often used for a wide variety of workloads ranging from simulation, data transformation and analysis, and complex workflows to name just a few. These systems may process data for a variety of users, often requiring strong separation between job allocations. There are many challenges to establishing these secure enclaves within the shared infrastructure of high-performance computing (HPC) environments. The isolation mechanisms in the system software are the basic building blocks for enabling secure compute enclaves. There are a variety of approaches and the focus of this report is to review the different virtualization technologies that facilitate the creation of secure compute enclaves. The report reviews current operating system (OS) protection mechanisms and modern virtualization technologies to better understand the performance/isolation properties. We also examine the feasibility of running ``virtualized'' computing resources as non-privileged users, and providing controlled administrative permissions for standard users running within a virtualized context. Our examination includes technologies such as Linux containers (LXC [32], Docker [15]) and full virtualization (KVM [26], Xen [5]). We categorize these different approaches to virtualization into two broad groups: OS-level virtualization and system-level virtualization. The OS-level virtualization uses containers to allow a single OS kernel to be partitioned to create Virtual"
2,container,keyword,W2918502995,,Avaliação de um modelo para o gerenciamento de recursos em um ambiente IoT usando virtualização baseada em contêineres,2017,,0,closed,,"The Internet of Things (IoT) is a paradigm where everyday devices are equipped with capabilities such as identification, sensing, connectivity and processing. New devices in this category are connected daily in residential, commercial, and academic networks. Provisioning of those device’s resources are challenging; therefore, it is often desirable to have a similar architecture at the endpoint device and data center. To overcome this situation, this paper evaluates the use of concepts already common in server environments, in IoT devices. It is well known that virtualization has solved several challenges in conventional infrastructures. Container virtualization is much lighter than virtualization using hypervisors, having proven to be a candidate to improve IoT, just as hypervisors have improved traditional architectures. In this sense, the model evaluated combines a container mechanism and a virtual switch. Thereby, the aim is to make the management of these devices more flexible, making easier reallocation and optimization of the resources in an IoT implementation. The purpose of this thesis was to measure the network behavior of devices commonly used in IoT, when submitted to the evaluated model. The experiments had focused on network behavior, seeking to consider important metrics to determine its performance, such as the delay introduced and the effective transfer rate of the system. The use of processing and memory resources were also measured, before and after the intr"
2,container,keyword,W7172177967,,Modernización del sistema de supervisión mediante telemetría activa y el stack TIG,2026,UPCommons institutional repository (Universitat Politècnica de Catalunya),0,green,https://hdl.handle.net/2117/472796,"This project addresses the comprehensive modernization of the supervision system for the CSUC's Anella Científica (Scientific Ring), a critical infrastructure that connects the academic and research community in Catalonia. The primary objective is to evolve from a traditional statistical monitoring model-limited by a reactive approach and low sampling frequencies-toward an advanced telemetry system capable of proactively auditing the actual traffic experience. The solution aims to provide scalable multi-tenant visibility for over one hundred institutions, obtaining accurate metrics for parameters such as latency and jitter, both of which are fundamental for high-performance research. The methodology employed is based on the design and deployment of the TIG technology stack (Telegraf, InfluxDB, and Grafana), orchestrated using Docker containers to guarantee the portability and scalability of the service. To validate the technical feasibility before moving to production, a virtual laboratory was built in the EVE-NG environment, faithfully replicating the hierarchical and redundant topology of the real network. Metric collection is carried out via a hybrid approach: by implementing custom Python probes, the system queries the core routers through SNMP to extract IP SLA operation data and, simultaneously, triggers active measurements using the standard TWAMP protocol (RFC 5357). Furthermore, a Python-based automation engine was developed to handle the bulk provisioning of clients"
2,interference,keyword,W4416094421,10.52783/jisem.v10i61s.13473,SLO-First Autoscaling for Multi-Tenant Microservices: A Control-Theoretic Approach to P95/P99 Latency,2025,Journal of Information Systems Engineering & Management,0,diamond,https://www.jisem-journal.com/index.php/journal/article/download/13473/6334,"Maintaining strict service level objectives at the tail of latency distributions (P95/P99) remains challenging in large-scale, multi-tenant cloud platforms. Conventional autoscalers scale workloads based on resource utilization metrics such as CPU or memory, reacting only after latency violations occur and failing to anticipate bursty demand or cross-tenant interference. This work presents a control-theoretic resource management framework that proactively enforces latency SLOs across microservices by modeling each service as a queueing system. The framework continuously infers service time distributions and backlog states to predict future tail latency under varying load conditions, then applies model predictive control to allocate resources before violations manifest. The design incorporates multi-tenant fairness mechanisms that isolate noisy tenants while preserving global cost efficiency through constrained optimization over prediction horizons. Evaluation on synthetic burst traces and production-like workloads demonstrates 73% reduction in P95 violations, 68% reduction in P99 violations, 2.3× faster scaling convergence compared to reactive methods, and 41% resource cost savings relative to static over-provisioning strategies. The framework establishes a principled foundation for latency-driven, cost-aware resource management in multi-tenant cloud environments."
2,container,keyword,W7203948135,10.48550/arxiv.2608.18390,SLO-Scaler: Uncertainty-Aware SLO-Driven Autoscaling for Microservices,2026,arXiv (Cornell University),0,green,https://arxiv.org/pdf/2608.18390,"Autoscaling microservice-based applications to satisfy Service Level Objectives (SLOs) remains challenging due to bursty workloads, cascading latency across service dependencies, and cold-start overhead. Existing approaches such as the Kubernetes Horizontal Pod Autoscaler (HPA) rely on threshold-based CPU or memory metrics, which react too slowly to traffic spikes. Recent predictive methods improve responsiveness but generate point forecasts that ignore prediction uncertainty, leading to over-provisioning or oscillatory scaling. We propose SLO-Scaler, an uncertainty-aware autoscaling framework that predicts short-horizon request rates, tail latency, and SLO violation probability using a Bayesian LSTM model. SLO-Scaler integrates confidence-interval-based scaling decisions with a dependency graph analysis module that localizes bottleneck services, avoiding unnecessary whole-chain scaling. We evaluate SLO-Scaler on the DeathStarBench Social Network benchmark deployed on Kubernetes under periodic, bursty, and long-tail traffic patterns. Under bursty traffic, SLO-Scaler reduces the SLO violation rate by 29-56%, lowers the average replica count by 18-33%, and decreases scaling event frequency by 38-59% compared with the baselines, while achieving lower tail latency."
2,container,keyword,W7205380243,,Cost and Carbon Aware Reinforcement Learning Autoscaling for Multi-Cloud Kubernetes Spot Instances,2025,NORMA,0,closed,,"In a few public clouds, cloud-native microservices typically operate on managed Kubernetes. Elasticating the resources assists them in utilizing better, nevertheless, the cost of computation and emissions caused by the operations remains significant. Free but cancelable (such as Spot or Preemptible instances) are much cheaper yet may be terminated at any time and will have different effects on emissions depending on that area, so delivery is more difficult. This paper presents an auto-scaler which employs reinforcement learning to balance these three variables: cost, lifecycle carbon, and service reliability, through switching among clouds, regions, purchasing choices, and timing. The auto-scaler monitors real-time demand, far tail-latency indicators, revocation risk, and predictions of carbon intensity and then decides what and how many machines to execute. It is benchmarked with genetic algorithms and threshold on typical workloads of microservices. The point is that a multi-objective RL policy may reduce costs and emission levels and retain additional SLO infractions within a low cap that provides an open and reusable strategy that users can apply to FinOps and greener cloud computing."
2,container,keyword,W7151880451,10.1016/j.jss.2026.112890,LMAT: An adaptive tracing approach based on efficient system behavior analysis using language models,2026,Journal of Systems and Software,0,hybrid,https://doi.org/10.1016/j.jss.2026.112890,"We introduce LMAT, a Language Model-based Adaptive Tracing framework designed for host-level observability that provides granular monitoring without excessive overhead. LMAT leverages a multi-task architecture to jointly predict kernel event sequences and classify event durations, thereby capturing both control-flow and temporal dynamics. By continuously comparing live trace data against model predictions, LMAT automatically signals deviations, dynamically adjusting trace granularity only when needed. This approach significantly reduces trace volume, along with associated energy and storage costs, achieving a 70.6% reduction in our experiments. Additionally, LMAT utilizes prediction discrepancies to drive an efficient root-cause classifier, mapping detected anomalies directly to their potential fault sources and providing actionable feedback for operations teams. We evaluate LMAT on two architecturally distinct single-host environments—an Apache2 web-server stack and the Sock Shop containerized microservice benchmark—using kernel traces that include standard workloads, duration-centric noise scenarios, and controlled CPU, disk, memory, and network stress injections. On the Apache workload, LMAT demonstrates up to 97.7% accuracy in anomaly detection and root-cause identification, surpassing state-of-the-art methods relying solely on event sequences. On Sock Shop, the same design remains effective for host-local change detection, while root-cause attribution in the microservice"
2,container,keyword,W7119470623,10.52783/jisem.v11i1s.14063,"Real-Time Ad Mediation in Mobile Games: Architecture, Challenges, and Optimization Strategies",2026,Journal of Information Systems Engineering & Management,0,diamond,https://jisem-journal.com/index.php/journal/article/download/14063/6703,"Real-time ad mediation systems represent fundamental infrastructure components enabling mobile game developers to optimize advertising revenue through intelligent network orchestration and dynamic selection algorithms. Modern mediation platforms transcend traditional waterfall approaches by implementing sophisticated decision-making processes that evaluate multiple advertising sources simultaneously, selecting optimal placements based on comprehensive performance analytics and predictive modeling capabilities. The architectural framework encompasses distributed computing systems designed to operate under extreme performance constraints while processing massive concurrent ad requests with sub-second response times. Multi-network routing algorithms form the intellectual core of effective mediation systems, implementing mathematical frameworks that predict optimal revenue outcomes through analysis of multidimensional performance vectors including expected eCPM calculations, fill probability assessments, and latency-aware routing strategies. Infrastructure patterns leverage event-driven processing pipelines utilizing Apache Kafka for handling impression and bid response data, containerized deployment strategies through Kubernetes orchestration, and horizontal scaling mechanisms with sophisticated autoscaling policies. Performance optimization encompasses latency reduction techniques with quantitative impacts on revenue metrics, content delivery network integration for multimedia "
2,container,keyword,W4406398314,10.70593/978-81-984306-5-6_4,"Private clouds: Ensuring control, security, and customization",2025,,0,gold,https://deepscienceresearch.com/index.php/dsr/catalog/download/42/149/517,"Private clouds are a critical component of modern IT infrastructure, offering organizations unparalleled control, security, and customization for their computing needs. Unlike public clouds, private clouds operate within a dedicated environment, providing enhanced data privacy, compliance adherence, and tailored resource management. This abstract explores the foundational principles of private cloud architecture, emphasizing its role in safeguarding sensitive information, meeting regulatory requirements, and enabling bespoke solutions for unique business challenges. It highlights key benefits, such as improved performance, integration with legacy systems, and operational predictability, alongside challenges like higher costs and complex maintenance. The abstract also examines emerging technologies, including virtualization, containerization, and software-defined networking, which enhance the efficiency and scalability of private clouds. By leveraging private clouds, organizations can achieve a balance between innovation and control, making them an essential choice for industries with stringent security and compliance demands. Keywords Private Cloud, Data Control, Security, Customization, IT Infrastructure, Cloud Computing, Dedicated Environment, Data Privacy, Regulatory Compliance, Resource Management, Performance Optimization, Legacy System Integration, Operational Predictability, Virtualization, Containerization, Software-Defined Networking, Scalability, Cloud Efficiency, B"
2,container,keyword,W4416953195,10.48550/arxiv.2512.00595,IslandRun: Privacy-Aware Multi-Objective Orchestration for Distributed AI Inference,2025,arXiv (Cornell University),0,green,https://arxiv.org/pdf/2512.00595,"Modern AI inference faces an irreducible tension: no single computational resource simultaneously maximizes performance, preserves privacy, minimizes cost, and maintains trust. Existing orchestration frameworks optimize single dimensions (Kubernetes prioritizes latency, federated learning preserves privacy, edge computing reduces network distance), creating solutions that struggle under real-world heterogeneity. We present IslandRun, a multi-objective orchestration system that treats computational resources as autonomous ""islands"" spanning personal devices, private edge servers, and public cloud. Our key insights: (1) request-level heterogeneity demands policy-constrained multi-objective optimization, (2) data locality enables routing compute to data rather than data to compute, and (3) typed placeholder sanitization preserves context semantics across trust boundaries. IslandRun introduces agent-based routing, tiered island groups with differential trust, and reversible anonymization. This establishes a new paradigm for privacy-aware, decentralized inference orchestration across heterogeneous personal computing ecosystems."
2,heterogeneous (node,keyword,W4417119517,10.48550/arxiv.2510.09018,Slim Scheduler: A Runtime-Aware RL and Scheduler System for Efficient CNN Inference,2025,arXiv (Cornell University),0,green,https://arxiv.org/pdf/2510.09018,"Most neural network scheduling research focuses on optimizing static, end-to-end models of fixed width, overlooking dynamic approaches that adapt to heterogeneous hardware and fluctuating runtime conditions. We present Slim Scheduler, a hybrid scheduling framework that integrates a Proximal Policy Optimization (PPO) reinforcement learning policy with algorithmic, greedy schedulers to coordinate distributed inference for slimmable models. Each server runs a local greedy scheduler that batches compatible requests and manages instance scaling based on VRAM and utilization constraints, while the PPO router learns global routing policies for device selection, width ratio, and batch configuration. This hierarchical design reduces search space complexity, mitigates overfitting to specific hardware, and balances efficiency and throughput. Compared to a purely randomized task distribution baseline, Slim Scheduler can achieve various accuracy and latency trade-offs such as: A 96.45% reduction in mean latency and a 97.31% reduction in energy usage dropping accuracy to the slimmest model available (70.3%). It can then accomplish an overall reduction in average latency plus energy consumption with an increase in accuracy at the cost of higher standard deviations of said latency and energy, effecting overall task throughput."
2,container,snowball,W7154686262,10.1109/tsc.2026.3685325,PAHPA: Revolutionizing Kubernetes Autoscaling With Integrated Predictive Analytics and Real-Time Monitoring,2026,IEEE Transactions on Services Computing,0,closed,,"Kubernetes provides powerful container orchestration features, like auto-scaling, which dynamically adjusts the scale of containerized applications. However, the default auto scaling mechanism in Kubernetes typically responds to workload changes only after they have occurred, which can result in resource mismatches. While there has been significant research into proactive auto-scaling approaches, most existing solutions struggle to adapt to the constantly evolving characteristics of prediction targets. This paper presents PAHPA, an intelligent, prediction-assisted approach aimed at enhancing Kubernetes' autoscaling capabilities, which integrates an prediction model, SLMD-LightGBM proposed in this paper, featuring a self updating mechanism for continuous prediction optimization, queueing theory analysis to improve resource allocation decisions, and a correction mechanism that refines prediction metrics using real-time data. A central insight of this paper is that while predictions are crucial, they should not be the sole basis for decisions and must be complemented by real-time monitoring data to ensure robust and adaptive autoscaling. Experimental results demonstrate that PAHPA significantly enhances system stability and reduces service latency, achieving a 9.5% lower Violation Rate (16.3%) than HPA (25.8%) and a 63% reduction in 99th percentile latency (880ms vs. 2400ms). This research highlights how combining predictive analytics with real-time monitoring can lead to more e"
2,container,snowball,W7128468488,10.38124/ijsrmt.v4i8.1046,An Introduction to Cloud Native Applications: Leveraging the Cloud for Scalability and Resilience,2025,International Journal of Scientific Research and Modern Technology.,0,hybrid,https://www.ijsrmt.com/index.php/ijsrmt/article/download/1046/423,"The paper provides a comprehensive overview of Cloud Native Applications, which represent a new software development approach that optimizes operations within contemporary cloud systems. The paper starts by explaining the essential elements of this architecture through its use of microservices, containerization, Kubernetes orchestration, and DevOps practices based on CI/CD. The research demonstrates that these essential components work together to achieve cloud elasticity as their primary objective. The paper explains how cloud native architectures use specific mechanisms to achieve better scalability through automatic resource distribution based on demand requirements. The paper describes how built-in design patterns, including self-healing, redundancy, and circuit breakers, create unmatched system reliability and fault tolerance. The research evaluates cloud native architecture against monolithic systems to prove its superiority for developing modern digital applications that need robustness, scalability, and agility."
2,load balanc,snowball,W7166688609,10.1007/s10586-026-06233-3,Performance modeling in FaaS workloads at the edge using machine learning,2026,Cluster Computing,0,hybrid,https://link.springer.com/content/pdf/10.1007/s10586-026-06233-3.pdf,"Abstract The Function as a Service (FaaS) paradigm has emerged as a compelling architectural model for both cloud and edge computing environments, enabling the execution of self-contained functions triggered by specific events while abstracting from developers infrastructure management complexities such as load balancing and auto-scaling. In FaaS-enabled clusters, particularly within resource-constrained edge environments, precise resource consumption estimation becomes critical to optimize resource utilization, minimize latency, prevent system overloads, and ensure scalability. This paper addresses performance modeling challenges in FaaS-enabled distributed and decentralized edge computing systems, operating at the granularity level of both nodes and individual functions. We propose a Machine Learning-based framework designed to predict key performance indicators, including CPU utilization, memory, and energy consumption, based on incoming workload patterns, while simultaneously forecasting potential system overload conditions. Moreover, our approach introduces a profiling methodology that characterizes serverless functions according to their resource consumption profiles, thereby enabling accurate prediction of node-level resource demands without requiring detailed knowledge of individual deployed functions. Experimental validation demonstrates that our predictive models achieve 97% accuracy in anticipating node overload scenarios, providing a robust foundation for proactiv"
2,interference,snowball,W7129020258,10.1002/spe.70059,C‐Koordinator: Interference‐Aware Management for Large‐Scale and Co‐Located Microservice Clusters,2026,Software Practice and Experience,0,closed,,"ABSTRACT Objective Microservices transform traditional monolithic applications into lightweight, loosely coupled application components and have been widely adopted in many enterprises. Cloud platform infrastructure providers enhance the resource utilization efficiency of microservices systems by co‐locating different microservices. However, this approach also introduces resource competition and interference among microservices. Designing interference‐aware strategies for large‐scale, co‐located microservice clusters is crucial for enhancing resource utilization and mitigating competition‐induced interference. These challenges are further exacerbated by unreliable metrics, application diversity, and node heterogeneity. Methods In this paper, we first analyze the characteristics of large‐scale and co‐located microservices clusters at Alibaba and further discuss why cycle per instruction (CPI) is adopted as a metric for interference measurement in large‐scale production clusters, as well as how to achieve accurate prediction of CPI through multi‐dimensional metrics. Based on CPI interference prediction and analysis, we also present the design of the C‐Koordinator platform, an open‐source solution utilized in Alibaba cluster, which incorporates co‐location and interference mitigation strategies. Results The interference prediction models consistently achieve over 90.3% accuracy, enabling precise prediction and rapid mitigation of interference in operational environments. As a re"
1,payment,snowball,W1985229168,10.1145/1807128.1807152,Benchmarking cloud serving systems with YCSB,2010,,3719,closed,,"While the use of MapReduce systems (such as Hadoop) for large scale data analysis has been widely recognized and studied, we have recently seen an explosion in the number of systems developed for cloud data serving. These newer systems address ""cloud OLTP"" applications, though they typically do not support ACID transactions. Examples of systems proposed for cloud serving use include BigTable, PNUTS, Cassandra, HBase, Azure, CouchDB, SimpleDB, Voldemort, and many others. Further, they are being applied to a diverse range of applications that differ considerably from traditional (e.g., TPC-C like) serving workloads. The number of emerging cloud serving systems and the wide range of proposed applications, coupled with a lack of apples-to-apples performance comparisons, makes it difficult to understand the tradeoffs between systems and the workloads for which they are suited. We present the ""Yahoo! Cloud Serving Benchmark"" (YCSB) framework, with the goal of facilitating performance comparisons of the new generation of cloud data serving systems. We define a core set of benchmarks and report results for four widely used systems: Cassandra, HBase, Yahoo!'s PNUTS, and a simple sharded MySQL implementation. We also hope to foster the development of additional cloud benchmark suites that represent other classes of applications by making our benchmark tool available via open source. In this regard, a key feature of the YCSB framework/tool is that it is extensible--it supports easy defi"
1,payment,snowball,W2152603468,,Why you should run TPC-DS: a workload analysis,2007,,86,closed,,"The Transaction Processing Performance Council (TPC) is completing development of TPC-DS, a new generation industry standard decision support benchmark. The TPC-DS benchmark, first introduced in the “The Making of TPC-DS ” [9] paper at the 32 nd International Conference on Very Large Data Bases (VLDB), has now entered the TPC’s “Formal Review ” phase for new benchmarks; companies and researchers alike can now download the draft benchmark specification and tools for evaluation. The first paper [9] gave an overview of the TPC-DS data model, workload model, and execution rules. This paper details the characteristics of different phases of the workload, namely: database load, query workload and data maintenance; and also their impact to the benchmark’s performance metric. As with prior TPC benchmarks, this workload will be widely used by vendors to demonstrate their capabilities to support complex decision support systems, by customers as a key factor in purchasing servers and software, and by the database community for research and development of optimization techniques."
1,payment,snowball,W2138194829,10.1145/133057.133084,Analysis of the generalized clock buffer replacement scheme for database transaction processing,1992,,63,closed,,"The CLOCK algorithm is a popular buffer replacement algorithm because of its simplicity and its ability to approximate the performance of the Least Recently Used (LRU) replacement policy. The Generalized Clock (GCLOCK) buffer replacement policy uses a circular buffer and a weight associated with each page brought in buffer to decide on which page to replace. We develop an approximate analysis for the GCLOCK policy under the Independent Reference Model (IRM) that applies to many database transaction processing workloads. We validate the analysis for various workloads with data access skew. Comparison with simulations shows that in all cases examined the error is extremely small (less than 1%). To show the usefulness of the model we apply it to a Transaction Processing Council benchmark A (TPC-A) like workload. If knowledge of the different data partitions in this workload is assumed, the analysis shows that, with appropriate choice of weights, the performance of the GCLOCK algorithm can be better than the LRU policy. Performance very close to that for optimal (static) buffer allocation can be achieved by assigning sufficiently high weights, and can be implemented with a reasonably low overhead. Finally, we outline how the model can be extended to capture the effect of page invalidation in a multinode system."
1,payment,snowball,W2108717033,10.1145/115302.115300,Statistical estimators for aggregate relational algebra queries,1991,ACM Transactions on Database Systems,56,bronze,https://dl.acm.org/doi/pdf/10.1145/115302.115300,"article Free Access Share on Statistical estimators for aggregate relational algebra queries Authors: Wen-Chi Hou Case Western Reserve Univ., Cleveland, OH Case Western Reserve Univ., Cleveland, OHView Profile , Gultekin Ozsoyoglu Case Western Reserve Univ., Cleveland, OH Case Western Reserve Univ., Cleveland, OHView Profile Authors Info & Claims ACM Transactions on Database SystemsVolume 16Issue 4pp 600–654https://doi.org/10.1145/115302.115300Published:01 December 1991Publication History 44citation559DownloadsMetricsTotal Citations44Total Downloads559Last 12 Months24Last 6 weeks2 Get Citation AlertsNew Citation Alert added!This alert has been successfully added and will be sent to:You will be notified whenever a record that you have chosen has been cited.To manage your alert preferences, click on the button below.Manage my AlertsNew Citation Alert!Please log in to your account Save to BinderSave to BinderCreate a New BinderNameCancelCreateExport CitationPublisher SiteeReaderPDF"
1,payment,snowball,W2125514439,10.1109/icde.2009.137,Adaptive Scheduling of Web Transactions,2009,Proceedings - International Conference on Data Engineering,40,closed,,"In highly interactive dynamic Web database systems, user satisfaction determines their success. In such systems, user requested web pages are dynamically created by executing a number of database queries or Web transactions. In this paper, we model the interrelated transactions generating a web page asworkflowsand quantify the user satisfaction by associating dynamic Web pages withsoft-deadlines. Further, we model the importance of transactions in generating a page by associating different weights to transactions. Using this framework, system success is measured in terms of minimizing the deviation from the deadline (i.e., tardiness) and also minimizing the weighted such deviation (i.e., weighted tardiness). In order to efficiently support the materialization of dynamic Web pages, we proposeASETS*, which is a parameter-free adaptive scheduling algorithm that automatically adapts to, not only system load, but also transactions' characteristics (i.e., interdependencies, deadlines and weights).ASETS* prioritizes the execution of transactions with the objective of minimizing weighted tardiness. It is also capable of balancing the tradeoff between optimizing average- and worst-case performance when needed. The performance advantages ofASETS* are experimentally demonstrated."
1,payment,snowball,W2799069368,10.1145/3183713.3196901,Workload-Aware CPU Performance Scaling for Transactional Database Systems,2018,,21,closed,,"Natural short term fluctuations in the load of transactional data systems present an opportunity for power savings. For example, a system handling 1000 requests per second on average can expect more than 1000 requests in some seconds, fewer in others. By quickly adjusting processing capacity to match such fluctuations, power consumption can be reduced. Many systems do this already, using dynamic voltage and frequency scaling (DVFS) to reduce processor performance and power consumption when the load is low. DVFS is typically controlled by frequency governors in the operating system, or by the processor itself. In this paper, we show that transactional database systems can manage DVFS more effectively than the underlying operating system. This is because the database system has more information about the workload, and more control over that workload, than is available to the operating system. We present a technique called POLARIS for reducing the power consumption of transactional database systems. POLARIS directly manages processor DVFS and controls database transaction scheduling. Its goal is to minimize power consumption while ensuring the transactions are completed within a specified latency target. POLARIS is workload-aware, and can accommodate concurrent workloads with different characteristics and latency budgets. We show that POLARIS can simultaneously reduce power consumption and reduce missed latency targets, relative to operating-system-based DVFS governors."
1,payment,snowball,W4391043367,10.1145/3607888,Proceedings of the 2023 International Conference on Hardware/Software Codesign and System Synthesis,2023,,15,gold,https://dl.acm.org/doi/pdf/10.1145/3607888,"CODES+ISSS 2023 Message from the Program ChairWelcome to CODES+ISSS 2023, the ACM/IEEE International Conference on Hardware/Software Codesign and System Synthesis.CODES+ISSS 2023 is part of the Embedded Systems Week (ESWEEK) 2023.CODES+ISSS is the leading conference in the domain of hardware/software codesign, embedded systems, cyber-physical systems, and Internet-of-Things, offering unique opportunities for sharing ideas and disseminating results on system-level design, modeling, analysis, and implementation aspects.The conference spans a wide range of design abstractions --from system-level specification and optimization down to synthesis of multiprocessor systems and hardware/software implementations and optimizations.Following ESWEEK's publication model, CODES+ISSS 2023 papers are categorized into three tracks, namely the Journal track, the Late Breaking (LB) track, and the Work-in-Progress (WiP) track.Journaltrack papers, which are full-length papers (25 pages) describing mature work, have been published in ACM Transactions on Embedded Computing Systems (TECS).The LB papers, which have been introduced in ESWEEK 2023 for the first time to disseminate complete and mature works written in a condensed form (4 pages), have been published in IEEE Embedded Systems Letters (ESL).The WiP-track papers, which are short (2-page) papers representing not-yet-mature but promising research work, have been published in the ESWEEK proceedings and are listed as regular publications within "
1,payment,snowball,W4405511988,10.1186/s40537-024-01025-1,A systematic review of deep learning applications in database query execution,2024,Journal Of Big Data,13,gold,https://journalofbigdata.springeropen.com/counter/pdf/10.1186/s40537-024-01025-1,"Abstract Modern database management systems (DBMS), primarily designed as general-purpose systems, face the challenging task of efficiently handling data from diverse sources for both analytical services and online transactional processing (OLTP). The volume of data has grown significantly, with distributions ranging from linear to highly skewed, sometimes involving very slow changes or rapid, intensive updates. Recent research in this field has been significantly influenced by advances in machine learning (ML), particularly deep learning (DL), and these developments have led to the application of various ML algorithms to enhance the efficiency of different parts of the query execution engine. While previous research studies were mostly focused on identifying drawbacks to individual components, such as the query optimizer, there is a notable lack of studies examining the applicability and effectiveness of various machine learning approaches across multiple aspects of the query execution engine. This article aims to provide a systematic review of approaches that apply deep learning models at various levels within the query execution engine. We categorize these approaches into three groups based on how such models are applied: improving performance of index structures and consequently data manipulation algorithms, query optimization tasks, and externally controlling query optimizers through parameter tuning. Furthermore, we discuss the key challenges associated with implementin"
1,payment,snowball,W2019999249,10.1016/j.entcs.2009.02.053,Application of Queueing Network Models in the Performance Evaluation of Database Designs,2009,Electronic Notes in Theoretical Computer Science,8,diamond,https://www.sciencedirect.com/science/article/pii/S1571066109000589/pdf,"In this paper, we model database designs using queueing networks, giving visibility to the dynamic behaviour of the database design and allowing the database designer to experiment with different design decisions. Our approach is to abstract away the more detailed levels of the database system design by concentrating on the information that is available to the database designer at design time. It differs from other methods of database system performance evaluation in that the performance assessment is specifically targeted at the database design, not at the database system software architecture. We present a bottleneck evaluation of the Transaction Processing Performance Council TPC-C benchmark under different workload conditions and demonstrate how this affects database design decisions."
1,payment,keyword,W4409827104,10.32628/ijsrst23113268,AI-Powered Payment Gateways: Accelerating Transactions and Fortifying Security in Real-Time Financial Systems,2023,International Journal of Scientific Research in Science and Technology,5,diamond,https://ijsrst.com/paper/13769.pdf,"As digital financial ecosystems continue to scale, payment gateways face mounting pressure to deliver secure, low-latency transactions. This paper presents a comprehensive framework for optimizing payment gateways using Artificial Intelligence (AI), with a dual focus on latency reduction and security enhancement. By leveraging machine learning algorithms, real-time predictive analytics, intelligent routing, and behavioral biometrics, AI redefines payment processing efficiency and fraud resilience. This study explores advanced AI-driven techniques—such as anomaly detection, contextual risk scoring, and adaptive authentication—to minimize transaction delays and combat evolving cybersecurity threats. It also outlines architectural innovations and future integrations with blockchain and quantum technologies, paving the way for next-generation intelligent financial infrastructure."
1,payment,keyword,W4406396817,10.70593/978-81-984306-5-6_7,Cost optimization in hybrid cloud environments,2025,,3,gold,https://deepscienceresearch.com/index.php/dsr/catalog/download/42/152/520,"Cost optimization in hybrid cloud environments is a critical consideration for organizations seeking to balance the flexibility of public clouds with the control of private clouds. By strategically managing workloads across both environments, businesses can maximize resource efficiency and minimize unnecessary expenditures. This abstract explores key strategies for cost optimization, including workload placement, right-sizing of resources, and the use of auto-scaling features in public clouds. It also highlights the importance of monitoring tools, cost management platforms, and financial governance models to track and control cloud spending. By implementing these approaches, organizations can ensure a cost-effective hybrid cloud strategy while maintaining performance and scalability. Keywords Cost Optimization, Hybrid Cloud, Cloud Cost Management, Workload Placement, Resource Efficiency, Auto-Scaling, Public Cloud, Private Cloud, Cloud Strategy, Cost Management Tools, Financial Governance, Cloud Spending, Cloud Scalability, Hybrid Cloud Strategy, Cloud Resource Right-Sizing, Performance Optimization, Cloud Monitoring. 7.1. Introduction Cloud computing has revolutionized the way organizations manage their IT infrastructure. The advent of cloud services completely changed the view of computing and almost all IT services because of the pay-as-you-go model. However, with this came a significant question for IT managers who are supposed to optimize the cloud budget allocated to th"
1,payment,keyword,W7117982958,10.20944/preprints202601.0054.v1,Optimizing Cost-Efficient Payment Transactions: AI-Driven Routing Strategies for Reducing Payment Costs,2026,Preprints.org,0,green,https://www.preprints.org/frontend/manuscript/a5da3a70a7aaca4b30549f4b62072cbc/download_pub,"The growing demand for cost-efficient digital transactions has driven the need for scalable and low-cost payment solutions. Traditional blockchain-based transactions suffer from high fees and slow processing times, making decentralized off-chain payment networks a promising alternative. In this paper, we propose SpeedyMurmurs, an AI-enhanced decentralized routing algorithm that significantly reduces payment processing costs and transaction delays. Our approach optimizes payment routing efficiency through embedding-based path discovery, reducing routing overhead by up to two orders of magnitude and cutting transaction processing times by over 50 percent compared to existing blockchain networks. By leveraging machine learning-driven transaction optimization, our system dynamically selects the most cost-effective paths for digital payments while maintaining user privacy and security. Experimental results demonstrate that SpeedyMurmurs reduces transaction fees and computational costs, making decentralized payment systems more financially viable. This research highlights the role of AI-powered routing strategies in minimizing costs and improving efficiency in modern payment networks."
